"WB"	"min"	"max"	"value"	"n"	"Indicator"	"Unit"	"type"	"Kysttype"	"Salinitet"	"SalinityClass"	"Match"	"MatchValue"	"Region"	"Kvalitetselement"	"Indikator"	"NotUsed"	"Ref"	"HG"	"GM"	"MP"	"PB"	"Worst"	"ClassID"	"EQR"	"Class"
"0120000033-C"	1.18720794563274	1.18720794563274	1.18720794563274	1	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120000034-C"	1.12049526238179	1.17073856629841	1.15438592157311	14	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120010101-1-C"	1.19833670527889	1.19833670527889	1.19833670527889	1	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Mesohalin (5 - 18)"	"5"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120010101-2-C"	1.19723151595547	1.20220674074941	1.20025299421952	4	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120010102-C"	1.19927334670837	1.20303573058202	1.20079965370574	4	"Chl"	"[µg/l]"	""	"Beskyttet kyst/fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120010201-C"	1.18214736559561	1.19433195909465	1.18745221348701	11	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Mesohalin (5 - 18)"	"5"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120010300-1-C"	1.20444757630537	1.20444757630537	1.20444757630537	1	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120010300-4-C"	1.19818323195636	1.20905326953629	1.20392680319279	12	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120010400-C"	1.202525408959	1.21826210671238	1.21070792945614	4	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120010502-1-C"	1.21729011645356	1.23702549066517	1.22354858537842	6	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Mesohalin (5 - 18)"	"5"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120020100-1-C"	1.20090254543574	1.20901198791606	1.2058775499545	5	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120020100-2-C"	1.19018204944147	1.19550361467914	1.19233894437183	4	"Chl"	"[µg/l]"	""	"Beskyttet kyst/fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120020201-C"	1.19175734280885	1.20025980513502	1.1945829743189	7	"Chl"	"[µg/l]"	""	"Beskyttet kyst/fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120020203-C"	1.1985508577673	1.1985508577673	1.1985508577673	1	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120020300-C"	1.19111034339601	1.19111034339601	1.19111034339601	1	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120020400-1-C"	1.19015261354846	1.20083674174416	1.19592801132495	4	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120020400-2-C"	1.186065065828	1.18883133434005	1.18744820008402	2	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120020600-C"	1.19570174301555	1.20022420065252	1.19764257065488	3	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120030100-C"	1.17633076507475	1.17944702800814	1.17788889654144	2	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0120030201-1-C"	1.1853101630951	1.18931156118492	1.18731086214001	2	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120030201-2-C"	1.17419695379315	1.18433175809108	1.17793386850179	8	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120030203-1-C"	1.17791139535033	1.17791139535033	1.17791139535033	1	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120030203-2-C"	1.17379245366696	1.17515964650518	1.17435299536561	4	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120030204-C"	1.15932575191607	1.17878352445397	1.17269611117113	4	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120030500-1-C"	1.11853300165999	1.16631172929	1.1356046187763	5	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120030500-2-C"	1.17076662629024	1.17076662629024	1.17076662629024	1	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0120030600-1-C"	1.17479435665594	1.17479435665594	1.17479435665594	1	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121000030-C"	1.16038353954043	1.18936197201793	1.17678037580683	126	"Chl"	"[µg/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S1"	"S"	"Planteplankton"	"Klorofyll a"	NA	2.3	3.5	7	11	20	NA	5	1	"High"
"0121000031-C"	1.16382266061155	1.17982196881548	1.17426948258019	25	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121000032-C"	1.13745620109878	1.17478800122882	1.15832998474049	162	"Chl"	"[µg/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S1"	"S"	"Planteplankton"	"Klorofyll a"	NA	2.3	3.5	7	11	20	NA	5	1	"High"
"0121000033-C"	1.1330093811829	1.14916583600935	1.14088522616924	3	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121000300-1-C"	1.16152771803868	1.168896705035	1.16459358768886	10	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0121000300-2-C"	1.15765690803528	1.16922590730118	1.16344140766823	2	"Chl"	"[µg/l]"	""	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0121000700-C"	1.15218499736799	1.15899883100128	1.15559191418464	2	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121010100-C"	1.15118821640755	1.16199740931228	1.15647068145879	4	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121010300-C"	1.16435716436296	1.16783846746925	1.16600978089285	3	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0121010400-2-C"	1.14588304535373	1.16651621579633	1.15661868310155	10	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121020202-C"	1.14723546495968	1.16014248636234	1.15442554971183	5	"Chl"	"[µg/l]"	""	"Beskyttet kyst/fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0121020400-C"	1.13722385363756	1.13791124727372	1.13756755045564	2	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121020500-1-C"	1.13658854033757	1.13697804355032	1.13678329194394	2	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0121020500-2-C"	1.14148538919923	1.14398574075856	1.1427355649789	2	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130000030-1-C"	1.11128691653465	1.15220843378332	1.13839740620264	150	"Chl"	"[µg/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S1"	"S"	"Planteplankton"	"Klorofyll a"	NA	2.3	3.5	7	11	20	NA	5	1	"High"
"0130000031-1-C"	1.1079858562776	1.13685055093451	1.12583289917366	13	"Chl"	"[µg/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S1"	"S"	"Planteplankton"	"Klorofyll a"	NA	2.3	3.5	7	11	20	NA	5	1	"High"
"0130000031-4-C"	1.11405233146398	1.13467418431089	1.125437537447	6	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130000102-1-C"	1.13748467230535	1.1385666177823	1.13792013472471	3	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130000102-2-C"	1.13602452270769	1.1401430593169	1.13871551671736	7	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130000200-1-C"	1.12288533175712	1.12288533175712	1.12288533175712	1	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130000300-C"	1.13380576056111	1.13582395913673	1.13483634890968	4	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130010201-C"	1.12328116071748	1.12978318456438	1.12627603734533	3	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130010301-1-C"	1.090678254081	1.1244021848581	1.10813899563831	19	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130010301-2-C"	0.98830656003166	1.08671067937554	1.04456668237058	35	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130010302-2-C"	1.0617184314754	1.07287788071803	1.06718408211984	4	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0130010400-1-C"	0.998409010142415	1.00754164617795	1.00265850962448	14	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0130010400-2-C"	1.0099268919164	1.0099268919164	1.0099268919164	1	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0130010500-C"	1.00580342834467	1.00967412106283	1.0083311501713	3	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0130010700-C"	1.05786640156101	1.09593261078328	1.07871317980545	5	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0131000030-C"	1.13726826892286	1.14815807547216	1.14526602317005	122	"Chl"	"[µg/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S1"	"S"	"Planteplankton"	"Klorofyll a"	NA	2.3	3.5	7	11	20	NA	5	1	"High"
"0131010100-1-C"	1.13587585906242	1.14784611213011	1.1434067903789	41	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0131010100-2-C"	1.13910833336822	1.14800322395596	1.14430672715797	16	"Chl"	"[µg/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S2"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0131010200-C"	1.14622657578234	1.14784102440699	1.14723880227737	4	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0131020201-C"	1.11159514066773	1.13292550045874	1.12355598266963	4	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0131020202-C"	1.13054474475947	1.14324246310107	1.13822530601066	21	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0131020300-C"	1.11852006380866	1.14098255139786	1.13196266148301	16	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0131020400-C"	1.09581639212403	1.11343710267773	1.10342443012547	3	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0132000030-C"	1.07595559979206	1.13775887630962	1.11693661983535	304	"Chl"	"[µg/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"type"	"S1"	"S"	"Planteplankton"	"Klorofyll a"	NA	2.3	3.5	7	11	20	NA	5	1	"High"
"0132010100-C"	0.972660062814152	1.09379027055188	1.0500701589798	26	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0132010300-C"	1.06539146164125	1.11535349107542	1.09694266873156	10	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0132010400-C"	1.11021244177943	1.11021244177943	1.11021244177943	1	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0132030300-C"	1.10333024870072	1.10702397510573	1.10525691330487	3	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0132030400-C"	1.10634614932504	1.11317024572374	1.10961600247047	3	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0132030500-C"	1.11255989641279	1.11435419124561	1.1134570438292	2	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0132030600-C"	1.11211260457288	1.11347750656225	1.11279505556756	2	"Chl"	"[µg/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"type"	"S3"	"S"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	9	18	NA	5	1	"High"
"0201000030-2-C"	1.1356855088456	1.13807102358276	1.13726807101169	8	"Chl"	"[µg/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"type"	"N2"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201000030-3-C"	1.11470634101348	1.141144459187	1.12786631686922	231	"Chl"	"[µg/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"type"	"N1"	"N"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	8	14	NA	5	1	"High"
"0201000031-C"	1.04258565743873	1.12506045904625	1.11165662293745	252	"Chl"	"[µg/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"type"	"N1"	"N"	"Planteplankton"	"Klorofyll a"	NA	2	3	6	8	14	NA	5	1	"High"
"0201010200-C"	1.10456208516281	1.12166233585922	1.11310597457974	32	"Chl"	"[µg/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"type"	"N4"	"N"	"Planteplankton"	"Klorofyll a"	NA	2	2.6	4	6	12	NA	5	1	"High"
"0201010300-C"	1.09307851429496	1.11473075783515	1.10479472257946	13	"Chl"	"[µg/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"type"	"N4"	"N"	"Planteplankton"	"Klorofyll a"	NA	2	2.6	4	6	12	NA	5	1	"High"
"0201010400-C"	1.11750055333743	1.13473296562558	1.12496473204379	13	"Chl"	"[µg/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"type"	"N2"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201010500-C"	1.11517732062346	1.11517732062346	1.11517732062346	1	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201010600-C"	1.1181895288301	1.1206278877517	1.1194087082909	2	"Chl"	"[µg/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"type"	"N4"	"N"	"Planteplankton"	"Klorofyll a"	NA	2	2.6	4	6	12	NA	5	1	"High"
"0201010700-1-C"	1.12566844951157	1.12996169920642	1.12745969535121	3	"Chl"	"[µg/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"type"	"N3"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201010700-2-C"	1.11593168568644	1.11593168568644	1.11593168568644	1	"Chl"	"[µg/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"type"	"N3"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201010800-C"	1.03030993445561	1.13195299193427	1.08452625773904	13	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201010900-C"	0.956433404851091	1.01898621591729	0.975999955695818	10	"Chl"	"[µg/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"type"	"N5"	"N"	"Planteplankton"	"Klorofyll a"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201011000-C"	1.11237665417266	1.22773130823459	1.17722865860396	17	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201011100-C"	1.21528283052228	1.21528283052228	1.21528283052228	1	"Chl"	"[µg/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"type"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201011400-C"	1.12540983580626	1.12540983580626	1.12540983580626	1	"Chl"	"[µg/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"type"	"N3"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201020100-1-C"	0.689509073968281	1.05381579987787	0.934269871696253	21	"Chl"	"[µg/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"type"	"N2"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201020200-C"	0.987011573799364	1.03247949554697	1.00922497817667	3	"Chl"	"[µg/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"type"	"N2"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201020302-C"	0.514107805093402	0.687211495629706	0.577948220831516	13	"Chl"	"[µg/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"type"	"N5"	"N"	"Planteplankton"	"Klorofyll a"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201020400-C"	0.744665115314362	1.01935743990835	0.896258003291461	22	"Chl"	"[µg/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"type"	"N3"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0201020800-C"	1.03233071825989	1.10287754888554	1.0697540916134	4	"Chl"	"[µg/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"type"	"N2"	"N"	"Planteplankton"	"Klorofyll a"	NA	1.7	2.5	5	8	16	NA	5	1	"High"
"0101000030-1-C"	5.93276022198017	6.26641300236629	6.05672446828259	547	"DO_bot"	"[ml-O2/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Oksygen (ml O2/l)"	NA	NA	4.5	3.5	2.5	1.5	NA	5	0.9	"High"
"0101000030-2-C"	5.95291712364784	6.20366886361929	6.03869658018603	401	"DO_bot"	"[ml-O2/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Oksygen (ml O2/l)"	NA	NA	4.5	3.5	2.5	1.5	NA	5	0.9	"High"
"0101000031-C"	6.04103326509916	6.18144725905198	6.07635945191912	190	"DO_bot"	"[ml-O2/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Oksygen (ml O2/l)"	NA	NA	4.5	3.5	2.5	1.5	NA	5	0.9	"High"
"0101000032-3-C"	5.93414748253455	6.30328237680289	6.05649901408301	185	"DO_bot"	"[ml-O2/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Oksygen (ml O2/l)"	NA	NA	4.5	3.5	2.5	1.5	NA	5	0.9	"High"
